RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
1649,35690,"1,03,650",68,3,2,"2,332",28,"1,10,100","3,932",1,2,177,0
1650,39766,"1,80,581",29,2,2,"9,481",34,"2,96,035","8,707",2,5,117,0
1651,136916,"93,300",52,3,2,"3,265",33,"1,37,206","4,158",2,3,182,0
1652,189331,"1,53,611",36,3,1,"6,720",35,"1,20,867","3,453",5,4,163,0
1653,151893,"1,25,709",59,3,2,"3,300",29,"1,93,399","6,669",1,2,12,0
1654,87363,"1,12,363",60,2,1,"4,916",31,"71,257","2,299",5,5,89,0
1655,122494,"1,96,471",53,3,2,"9,578",33,"2,16,829","6,571",1,4,130,0
1656,143754,"7,177",46,3,2,18,35,"2,03,295","5,808",1,0,94,0
1657,59051,"1,68,620",56,3,1,"4,215",32,"1,81,381","5,668",1,2,143,0
1658,192517,"1,58,773",30,3,2,"2,977",35,"2,64,622","7,561",1,2,155,0
1659,179985,"69,100",44,1,2,"3,369",29,"1,13,278","3,906",1,4,17,1
1660,166954,"1,91,384",38,3,2,"6,938",33,"1,37,827","4,177",5,3,190,1
1661,79417,"59,657",64,1,2,"3,579",35,"65,838","1,881",3,5,127,0
1662,177846,"39,083",30,3,2,"1,124",35,"1,44,400","4,126",1,2,13,0
1663,176094,"1,90,528",62,2,2,"4,763",34,"2,72,183","8,005",2,4,199,0
1664,198195,"63,585",31,1,2,"3,895",35,"97,823","2,795",1,5,49,0
1665,48969,"1,38,174",60,1,2,"7,945",28,"2,30,291","8,225",1,5,25,0
1666,46794,"1,80,329",56,2,2,"2,930",28,"2,43,688","8,703",1,1,37,0
1667,99165,"46,889",54,2,2,"1,993",28,"1,27,525","4,554",3,5,6,0
1668,147307,"28,103",47,3,1,808,32,"1,49,261","4,664",5,2,92,0
1669,136219,"85,619",52,2,2,856,28,"1,29,726","4,633",1,4,28,0
1670,184510,"1,25,105",50,3,2,"4,535",28,"1,38,068","4,931",3,3,138,0
1671,82067,"57,063",68,2,2,"1,569",28,"74,492","2,660",3,4,166,1
1672,109758,"2,03,975",51,3,1,"3,060",30,"2,99,964","9,999",1,1,159,0
1673,92658,"71,920",54,1,2,"4,225",28,"1,08,970","3,892",1,5,143,0
1674,118785,"1,90,981",28,2,1,"8,117",30,"2,08,068","6,936",2,3,101,0
1675,66617,"1,08,888",47,3,2,"4,764",33,"1,57,808","4,782",1,4,193,0
1676,63496,"41,953",58,3,2,210,30,"1,01,861","3,395",3,0,143,0
1677,42418,"1,84,938",49,2,2,"10,865",34,"2,40,179","7,064",1,5,45,0
1678,32831,"1,92,971",68,3,1,"9,166",34,"2,96,878","8,732",1,4,185,0
1679,152999,"80,482",35,2,2,"5,231",35,"1,07,310","3,066",3,5,180,0
1680,39112,"11,962",39,3,2,15,35,"72,605","2,074",2,0,183,0
1681,76379,"7,026",25,1,2,465,28,"1,19,409","4,265",2,5,171,0
1682,165983,"1,18,356",45,3,1,"4,438",31,"1,76,651","5,698",3,3,158,0
1683,192688,"27,977",62,2,2,35,31,"2,16,134","6,972",1,5,57,0
1684,79637,"1,17,097",27,3,2,"3,806",35,"1,50,124","4,289",2,3,35,0
1685,185073,"1,27,422",41,3,1,"5,415",31,"1,99,096","6,422",4,3,121,0
1686,113674,"1,59,554",63,3,2,"1,396",35,"2,45,468","7,013",4,1,162,1
1687,95425,"49,710",34,2,2,"2,610",31,"1,56,454","5,047",1,4,166,0
1688,110843,"1,18,457",47,2,1,148,34,"1,94,192","5,712",3,5,1,0
1689,117707,"35,507",39,1,2,"2,352",35,"86,209","2,463",3,5,178,0
1690,77789,"58,498",45,3,1,"2,486",35,"78,330","2,238",1,3,158,0
1691,172157,"1,58,597",57,1,1,"8,921",28,"1,75,031","6,251",3,5,124,0
1692,135924,"36,313",37,1,2,"2,224",33,"1,54,290","4,675",1,5,199,0
1693,87453,"1,74,512",52,3,2,"7,853",31,"1,16,770","3,767",5,4,67,0
1694,195769,"17,099",65,3,1,192,29,"1,21,085","4,175",1,1,73,0
1695,118940,"40,241",40,1,2,"2,616",31,"1,03,182","3,328",2,5,12,0
1696,149367,"5,036",26,3,2,101,33,"1,42,663","4,323",1,2,111,0
1697,158875,"7,252",68,3,2,145,32,"2,05,435","6,420",3,2,183,0
1698,58204,"1,70,282",33,3,2,"7,237",33,"2,74,648","8,323",3,3,129,0
1699,184356,"1,65,321",68,1,2,"9,919",30,"2,66,646","8,888",1,5,62,0
1700,84179,"54,469",55,3,1,409,31,"69,288","2,235",1,1,191,0
1701,102570,"98,563",27,3,2,"2,587",34,"1,09,083","3,208",1,2,120,0
1702,75948,"1,60,234",65,3,1,"7,211",31,"1,76,837","5,704",3,4,138,0
1703,151251,"1,14,831",50,2,2,"3,732",29,"1,23,521","4,259",3,5,69,0
1704,187950,"1,60,284",61,3,2,801,28,"2,22,617","7,951",3,0,5,0
1705,110881,"1,64,540",51,1,2,"10,695",29,"2,10,949","7,274",1,5,107,0
1706,145716,"57,063",32,2,2,"3,210",29,"74,492","2,569",3,5,135,0
1707,162212,"2,02,313",63,1,2,"11,127",32,"3,11,251","9,727",3,5,100,0
1708,118164,"1,11,204",37,3,2,"4,448",29,"1,56,626","5,401",2,3,134,0
1709,88958,"1,19,313",29,2,2,"7,755",33,"1,54,952","4,696",2,5,196,0
1710,59064,"1,78,970",55,3,1,447,34,"2,67,119","7,856",3,0,42,0
1711,131525,"1,12,438",56,3,2,"1,546",28,"1,44,152","5,148",3,1,99,0
1712,53283,"93,375",63,3,2,"2,218",33,"1,00,719","3,052",2,2,78,0
1713,196944,"2,05,486",33,2,2,"13,100",33,"1,96,202","5,946",1,5,87,0
1714,116549,"15,563",60,3,1,97,33,"1,10,207","3,340",2,1,68,0
1715,110041,"75,748",55,3,1,"2,556",32,"72,202","2,256",4,3,12,0
1716,43483,"1,50,715",29,1,2,"9,043",29,"2,12,275","7,320",3,5,178,0
1717,167964,"48,325",38,1,1,"2,658",33,"1,17,330","3,555",2,4,94,0
1718,51446,"1,13,521",50,2,2,851,28,"1,66,943","5,962",1,5,171,0
1719,41727,"97,052",50,1,1,"4,974",33,"99,704","3,021",4,4,141,0
1720,143500,"1,44,596",37,3,2,"3,976",31,"2,19,085","7,067",1,2,46,0
1721,102458,"1,20,723",25,3,2,905,30,"1,28,236","4,275",2,1,36,0
1722,125229,"72,600",40,3,2,272,28,"1,03,714","3,704",1,0,57,0
1723,70020,"22,211",33,2,2,555,35,"78,643","2,247",1,5,8,0
1724,134175,"1,94,960",51,3,2,"8,530",35,"2,56,527","7,329",2,4,175,0
1725,126473,"11,584",61,2,2,782,32,"77,225","2,413",2,5,177,1
1726,83621,"1,24,501",69,2,1,"7,470",31,"1,37,401","4,432",3,4,96,0
1727,69383,"1,33,465",68,2,1,"1,835",29,"82,786","2,855",5,4,185,0
1728,70490,"83,051",68,3,1,208,35,"89,912","2,569",1,0,64,0
1729,121663,"78,165",48,1,1,"4,690",31,"83,030","2,678",1,5,122,0
1730,63697,"2,13,192",35,2,2,"1,865",30,"2,92,044","9,735",4,5,193,0
1731,69094,"1,60,234",49,3,1,"5,208",31,"2,58,442","8,337",2,3,169,1
1732,115619,"39,889",42,1,2,"1,945",34,"1,10,801","3,259",3,4,189,0
1733,135185,"7,252",34,3,2,27,29,"3,08,152","10,626",1,0,170,0
1734,64320,"48,325",33,2,2,"2,839",31,"1,24,441","4,014",1,5,122,0
1735,169374,"9,267",39,2,2,209,33,"1,57,500","4,773",1,5,186,0
1736,47673,"1,41,322",69,3,2,"4,593",29,"1,52,017","5,242",2,3,115,0
1737,63481,"1,41,675",41,3,1,"6,730",29,"1,54,350","5,322",4,4,45,0
1738,70506,"1,34,347",62,3,2,"3,862",32,"1,44,514","4,516",3,2,174,0
1739,102663,"2,02,364",37,1,2,"11,383",34,"2,23,332","6,569",1,5,26,0
1740,191308,"2,08,055",55,3,1,520,29,"2,15,612","7,435",4,0,173,0
1741,196244,"1,53,107",60,3,2,"7,464",31,"2,01,457","6,499",3,4,151,0
1742,132990,"64,164",68,2,2,"3,930",33,"94,359","2,859",3,5,36,0
1743,119778,"1,48,575",37,3,2,929,29,"1,57,821","5,442",3,1,55,0
1744,69944,"1,09,920",48,3,2,"3,985",31,"1,16,761","3,766",1,3,131,0
1745,54134,"78,115",41,1,2,"4,199",29,"1,04,597","3,607",2,5,120,0
1746,112503,"1,89,370",46,3,2,"5,681",30,"2,01,155","6,705",4,2,12,0
1747,170076,"7,706",56,3,2,164,33,"92,547","2,804",3,2,109,0
1748,174410,"1,34,624",49,3,1,"5,217",30,"79,445","2,648",5,3,115,0
1749,114443,"1,54,115",64,3,2,"4,238",34,"1,63,706","4,815",3,2,3,0
1750,64401,"1,06,571",44,1,1,"5,728",32,"1,77,618","5,551",1,4,193,0
1751,39208,"91,562",26,2,1,916,33,"1,27,555","3,865",1,1,50,0
1752,91569,"35,885",41,1,2,"2,063",30,"82,417","2,747",2,5,14,0
1753,88152,"25,938",51,1,2,"1,751",28,"71,101","2,539",2,5,177,0
1754,164896,"91,310",32,2,2,"6,163",30,"1,01,003","3,367",1,5,158,0
1755,176108,"50,364",33,3,2,"1,511",33,"1,39,901","4,239",1,2,152,0
1756,101039,"1,14,831",32,1,1,"7,895",30,"1,91,384","6,379",4,6,36,0
1757,83382,"30,773",47,2,2,"1,885",32,"70,676","2,209",3,5,35,0
1758,154834,"74,489",43,3,2,"1,955",35,"81,726","2,335",2,2,164,0
1759,56693,"16,394",40,2,2,984,33,"1,16,092","3,518",2,5,71,0
1760,72294,"1,48,273",35,1,2,"10,008",28,"1,97,697","7,061",1,5,14,0
1761,38049,"1,18,457",46,2,2,"3,998",32,"1,60,077","5,002",1,5,55,0
1762,186289,"50,364",68,3,2,"1,700",30,"1,39,901","4,663",3,3,140,0
1763,67874,"1,87,557",65,3,2,"6,799",35,"2,93,057","8,373",1,3,92,0
1764,97004,"53,940",50,3,2,"2,630",29,"1,41,948","4,895",3,4,179,0
1765,57442,"45,328",59,1,2,"2,266",33,"1,28,397","3,891",2,4,49,0
1766,76253,"50,364",58,3,1,"1,889",30,"1,36,120","4,537",3,3,65,0
1767,100409,"71,568",28,3,2,"3,131",33,"1,00,800","3,055",3,4,70,0
1768,129707,"1,38,703",48,1,2,"9,536",34,"1,90,005","5,588",3,6,124,0
1769,176210,"73,280",48,2,2,"3,023",35,"1,12,739","3,221",2,5,176,0
1770,98771,"76,503",68,1,2,"5,260",33,"99,355","3,011",1,6,56,0
1771,45343,"81,087",64,1,2,"4,662",32,"85,752","2,680",4,5,148,0
1772,69266,"88,138",29,2,2,"5,839",30,"1,18,886","3,963",2,5,107,0
1773,152810,"88,037",58,1,2,"5,502",29,"1,18,750","4,095",1,4,168,0
1774,160614,"38,906",27,1,2,"2,091",29,"84,775","2,923",1,1,198,0
1775,150687,"2,00,928",28,3,2,"1,507",34,"2,13,433","6,277",4,3,59,0
1776,168941,"1,97,428",50,3,2,"6,416",28,"2,09,715","7,490",2,5,58,0
1777,98616,"1,72,019",66,1,2,"10,321",32,"1,89,844","5,933",2,1,24,0
1778,165469,"45,932",66,3,2,402,31,"1,50,125","4,843",1,5,124,0
1779,36957,"33,140",50,1,2,"1,740",32,"88,005","2,750",1,4,123,0
1780,38866,"24,679",55,2,1,"1,234",31,"1,05,854","3,415",3,5,73,0
1781,62665,"1,57,892",25,2,2,"1,382",30,"2,05,055","6,835",2,1,156,0
1782,71782,"42,382",54,3,1,265,33,"1,71,501","5,197",5,2,70,0
1783,118999,"1,86,348",35,3,2,"3,494",30,"3,10,580","10,353",1,5,189,0
1784,139259,"1,68,720",59,2,2,"1,898",35,"2,16,308","6,180",3,2,32,0
1785,124402,"86,476",29,3,2,"2,378",28,"1,15,301","4,118",2,3,198,0
1786,148945,"1,41,020",39,3,2,"4,936",31,"1,90,568","6,147",2,3,112,0
1787,194537,"55,023",50,3,2,"2,063",28,"1,37,557","4,913",4,5,145,0
1788,183250,"52,631",51,2,2,"2,960",28,"1,42,245","5,080",1,1,103,0
1789,139699,"1,47,844",41,3,2,"1,848",33,"1,59,033","4,819",1,5,89,0
1790,75977,"1,37,293",63,2,2,"7,380",29,"2,21,440","7,636",1,5,32,0
1791,88480,"1,70,408",29,1,2,"9,585",28,"2,36,677","8,453",1,5,187,0
1792,197411,"16,217",67,1,2,"1,054",34,"86,133","2,533",3,5,22,0
1793,121340,"49,281",27,3,2,"1,725",30,"1,44,409","4,814",1,3,149,0
1794,143713,"1,73,304",27,1,1,"8,449",29,"2,51,165","8,661",2,4,102,0
1795,71642,"1,78,894",31,3,2,894,34,"1,92,432","5,660",2,0,185,0
1796,116615,"2,01,457",51,2,2,"4,281",28,"1,45,081","5,181",5,5,157,0
1797,106505,"1,17,248",67,3,2,440,30,"1,26,121","4,204",2,0,140,0
1798,55051,"1,27,094",54,2,2,953,32,"1,67,229","5,226",2,5,80,0
1799,34126,"48,803",62,3,2,"1,769",30,"1,33,781","4,459",2,3,192,0
1800,53430,"1,60,813",58,2,1,"8,443",33,"2,06,171","6,248",4,4,117,0
1801,119993,"1,32,257",39,3,2,"5,621",28,"1,81,174","6,470",1,3,120,0
1802,153195,"1,93,298",55,3,2,"2,416",30,"2,51,037","8,368",4,1,11,0
1803,185695,"49,861",50,3,2,"2,181",28,"1,40,091","5,003",3,4,196,0
1804,199840,"1,94,381",51,3,1,"2,916",33,"2,52,443","7,650",2,1,152,0
1805,120468,"64,844",26,3,1,"3,161",32,"82,849","2,589",3,4,115,0
1806,58758,"1,63,936",54,2,2,"1,025",33,"2,27,689","6,900",2,5,194,0
1807,122420,"1,86,600",26,3,2,"5,831",28,"2,87,077","10,253",1,3,1,0
1808,33000,"67,690",50,2,2,"2,369",32,"1,02,560","3,205",3,5,180,0
1809,144217,"33,064",41,2,2,"1,157",31,"1,33,797","4,316",1,5,28,0
1810,41839,"1,07,200",56,2,1,"1,608",34,"72,878","2,143",5,1,135,0
1811,132647,"1,06,118",57,2,2,"3,184",34,"1,39,628","4,107",4,2,74,0
1812,167515,"62,250",43,3,2,"1,945",30,"3,52,663","11,755",5,3,5,0
1813,124842,"15,411",61,2,2,"1,021",31,"87,310","2,816",3,5,29,0
1814,46588,"1,35,732",60,2,2,"6,617",32,"1,44,179","4,506",2,5,82,0
1815,103019,"39,083",36,2,2,782,28,"1,38,383","4,942",2,5,189,0
1816,135755,"2,08,559",51,3,2,"4,953",32,"2,30,169","7,193",1,2,130,0
1817,166564,"1,92,971",36,3,1,"8,442",31,"2,53,909","8,191",1,4,182,0
1818,148170,"2,06,015",31,3,1,"1,545",34,"2,86,132","8,416",1,1,198,0
1819,172862,"1,57,691",63,2,2,"9,461",32,"1,74,030","5,438",3,5,24,0
1820,156351,"76,453",39,2,1,573,33,"80,852","2,450",3,1,56,0
1821,122425,"1,71,239",59,2,2,"8,776",29,"2,22,388","7,669",3,5,190,0
1822,142237,"1,78,390",29,1,2,"12,264",34,"2,83,159","8,328",1,6,188,0
1823,85818,"46,335",38,3,2,521,29,"1,12,500","3,879",1,1,129,0
1824,142164,"51,296",40,3,2,"1,154",31,"1,38,638","4,472",1,2,82,0
1825,101028,"85,619",66,2,1,535,34,"90,761","2,669",2,4,121,0
1826,152246,"1,24,576",29,2,2,"2,803",31,"1,63,916","5,288",4,2,89,0
1827,60709,"1,39,660",49,2,2,349,30,"1,93,973","6,466",3,5,73,0
1828,172418,"1,27,422",53,1,2,"7,327",34,"1,87,385","5,511",1,5,27,0
1829,116715,"1,72,019",67,3,1,"4,946",30,"2,26,341","7,545",4,2,51,0
1830,198266,"20,750",32,2,2,571,28,"1,25,951","4,498",1,5,194,0
1831,139699,"1,27,825",34,1,2,"6,231",32,"1,68,190","5,256",3,4,187,0
1832,66587,"49,710",67,3,1,"2,113",34,"1,69,609","4,988",3,3,166,0
1833,144047,"1,11,204",37,2,1,"2,224",29,"1,42,570","4,916",5,2,86,0
1834,101302,"7,555",61,3,1,19,31,"64,198","2,071",2,0,16,0
1835,125544,"74,136",26,3,2,"1,853",34,"1,23,560","3,634",2,2,35,0
1836,92529,"1,06,369",64,2,2,"1,861",35,"1,34,645","3,847",2,5,59,0
1837,159993,"14,807",54,2,2,907,28,"1,25,829","4,494",3,5,157,0
1838,100430,"64,869",31,3,1,"1,054",32,"87,661","2,739",2,1,193,0
1839,122359,"58,624",50,2,2,"1,979",32,"64,847","2,026",2,5,26,0
1840,68984,"1,41,322",35,3,2,"3,356",29,"2,27,939","7,860",1,2,36,0
1841,80163,"33,492",36,2,2,42,30,"1,18,589","3,953",1,5,3,0
1842,70357,"23,117",48,1,2,"1,532",29,"72,555","2,502",3,5,197,0
1843,195974,"1,84,157",52,3,1,"4,374",33,"2,87,745","8,720",4,2,156,0
1844,60509,"21,304",32,2,1,186,31,"54,626","1,762",4,5,75,0
1845,82546,"1,64,389",30,1,2,"10,069",29,"2,28,318","7,873",1,5,75,0
1846,66063,"85,720",25,3,2,"1,822",31,"1,09,042","3,517",2,2,120,0
1847,67773,"1,17,248",64,3,2,"5,130",34,"1,50,318","4,421",2,4,193,0
1848,102855,"1,39,887",61,2,2,"3,322",33,"1,50,473","4,560",1,5,41,0
1849,163161,"49,181",66,2,2,61,34,"1,16,092","3,414",2,5,153,0
1850,58853,"51,296",41,2,2,513,29,"1,46,560","5,054",1,5,128,0
1851,117493,"1,19,313",41,3,1,"3,132",31,"85,924","2,772",5,2,190,0
1852,162889,"18,937",34,2,2,781,34,"1,60,924","4,733",1,5,3,0
1853,63383,"1,11,909",45,1,2,"5,595",28,"1,20,379","4,299",3,4,76,0
1854,187282,"1,94,960",33,3,2,"4,143",31,"2,67,069","8,615",1,2,23,0
1855,88199,"2,02,918",28,2,2,"8,117",28,"2,10,289","7,510",1,3,197,0
1856,41621,"1,43,538",35,3,2,"4,844",30,"1,96,628","6,554",4,3,152,0
1857,55413,"2,03,472",35,3,2,"7,885",32,"2,03,421","6,357",3,3,72,0
1858,103017,"1,27,170",30,3,1,"5,087",28,"2,08,475","7,446",5,3,12,0
1859,159914,"1,41,322",65,2,2,"5,123",30,"2,35,537","7,851",3,5,185,0
1860,144277,"1,18,356",49,1,2,"5,918",32,"1,27,313","3,979",1,4,150,0
1861,57806,"1,34,624",35,1,2,"7,068",32,"1,77,137","5,536",2,4,91,0
1862,67477,"14,807",45,1,2,870,30,"78,643","2,621",3,5,7,0
1863,172606,"1,22,133",31,2,1,"3,969",33,"1,56,581","4,745",1,3,42,0
1864,57956,"1,01,157",45,3,2,"2,529",35,"1,08,812","3,109",4,2,166,0
1865,164090,"12,717",63,3,2,238,33,"63,569","1,926",3,2,52,0
1866,178443,"61,067",54,1,2,"4,198",35,"78,291","2,237",1,6,126,0
1867,193032,"1,00,175",62,3,2,751,31,"1,28,429","4,143",4,1,41,0
1868,109247,"1,78,970",27,2,1,"7,830",30,"2,84,079","9,469",1,4,121,0
1869,152718,"64,214",49,2,2,"3,612",29,"66,682","2,299",1,4,115,0
1870,50687,"1,04,153",52,3,2,"1,953",35,"69,147","1,976",5,2,116,0
1871,173135,"81,338",69,3,2,"1,728",31,"1,05,634","3,408",1,2,146,0
1872,198696,"1,83,729",55,3,2,"4,134",35,"2,41,749","6,907",2,2,4,0
1873,35337,"47,368",64,3,2,592,35,"1,08,790","3,108",1,1,60,0
1874,113350,"1,42,632",61,2,2,"4,814",30,"1,98,100","6,603",1,3,56,0
1875,44350,"1,87,003",65,3,1,"8,415",31,"2,87,696","9,281",2,4,49,0
1876,170409,"47,342",56,1,2,"2,722",35,"1,18,356","3,382",1,5,52,0
1877,143747,"31,100",34,2,1,"1,827",35,"82,588","2,360",3,5,115,0
1878,149500,"92,469",68,1,1,"5,548",31,"1,24,958","4,031",3,5,63,0
1879,117065,"99,419",64,3,1,994,30,"1,05,140","3,505",4,1,182,0
1880,109886,"1,66,958",25,2,2,"1,670",30,"2,25,618","7,521",1,1,165,0
1881,192438,"1,14,831",41,3,2,"2,297",34,"1,26,729","3,727",1,2,89,0
1882,102167,"1,65,321",35,1,2,"8,886",29,"1,82,451","6,291",2,4,3,0
1883,164005,"1,90,755",28,2,2,"1,908",32,"2,68,669","8,396",1,5,91,0
1884,40809,"71,568",54,3,2,"3,221",30,"1,83,507","6,117",5,4,185,0
1885,79224,"1,94,457",50,3,2,0,29,"2,59,275","8,941",3,0,168,0
1886,148464,"20,851",68,3,2,964,34,"63,281","1,861",1,4,28,0
1887,48196,"73,280",56,1,2,"4,214",28,"96,421","3,444",1,5,172,0
1888,85710,"1,60,410",62,2,2,602,32,"2,35,897","7,372",1,5,112,0
1889,127266,"1,94,104",53,3,2,"2,184",31,"3,18,203","10,265",3,1,18,0
1890,75435,"62,200",36,1,1,"4,043",34,"63,683","1,873",1,5,2,0
1891,47123,"1,96,169",27,3,2,736,31,"2,16,496","6,984",1,0,169,0
1892,174949,"78,065",36,3,2,"1,756",32,"1,18,280","3,696",2,2,25,0
1893,155714,"1,37,343",65,1,2,"8,756",30,"2,25,153","7,505",1,5,118,0
1894,100708,"1,63,936",40,3,2,"5,328",34,"2,34,194","6,888",2,3,91,0
1895,139611,"1,16,039",33,2,2,"2,176",32,"1,48,768","4,649",3,2,197,0
1896,100569,"67,690",37,3,2,"3,300",35,"1,02,560","2,930",1,4,75,0
1897,152320,"1,28,807",55,3,2,"6,118",34,"2,11,159","6,211",3,4,124,0
1898,79430,"9,871",56,3,2,407,31,"93,206","3,007",2,3,150,0
1899,144642,"86,123",38,1,2,"5,383",31,"1,36,703","4,410",1,5,188,0
1900,178922,"1,44,394",61,3,2,"4,151",34,"1,57,313","4,627",1,2,73,0
1901,174112,"33,064",30,2,1,951,35,"1,04,065","2,973",1,2,116,0
1902,129820,"2,493",26,2,2,90,34,"2,11,854","6,231",3,3,150,0
1903,122597,"1,72,095",29,3,1,"4,733",30,"2,29,460","7,649",4,2,136,0
1904,90725,"1,78,970",29,3,2,"4,027",34,"2,67,119","7,856",1,2,17,0
1905,162476,"61,646",46,3,1,616,35,"84,133","2,404",4,1,48,0
1906,165624,"23,671",58,1,2,"1,420",35,"83,814","2,395",1,5,184,0
1907,124394,"1,96,950",60,2,2,"12,063",29,"2,66,148","9,178",1,5,97,0
1908,129127,"1,77,005",66,1,2,"9,072",33,"2,32,902","7,058",1,4,43,0
1909,68746,"83,907",39,3,2,"3,042",35,"92,813","2,652",2,3,120,0
1910,157165,"83,907",39,3,2,"1,993",32,"85,388","2,668",1,2,76,0
1911,191995,"46,839",32,2,1,"2,225",31,"1,59,212","5,136",5,5,147,0
1912,129890,"61,545",65,3,2,"1,923",35,"62,632","1,789",1,3,184,0
1913,85438,"12,087",66,3,2,514,29,"1,02,717","3,542",1,3,193,0
1914,199184,"1,53,863",58,3,2,"4,039",30,"1,97,260","6,575",1,2,141,0
1915,53097,"1,89,974",28,3,2,"2,612",28,"2,63,853","9,423",1,1,31,0
1916,118547,"56,207",27,2,2,"1,335",34,"1,08,090","3,179",3,5,68,0
1917,79816,"1,55,475",36,3,2,"7,385",35,"2,46,785","7,051",1,4,72,0
1918,192179,"1,77,005",39,3,2,"1,770",35,"2,29,877","6,568",3,1,60,0
1919,119939,"76,503",65,3,2,"3,060",35,"1,14,184","3,262",2,3,47,0
1920,118194,"1,84,484",60,1,1,"9,685",32,"2,75,350","8,605",4,4,45,0
1921,61488,"1,99,720",54,2,2,"3,495",30,"2,17,588","7,253",2,4,146,0
1922,52249,"1,29,461",36,3,2,"5,178",34,"1,37,518","4,045",1,3,89,0
1923,148260,"80,482",39,1,2,"4,326",34,"1,03,182","3,035",1,5,2,0
1924,197173,"85,216",49,2,1,"5,752",33,"84,204","2,552",5,5,155,0
1925,86025,"73,759",25,3,2,"1,106",28,"1,11,755","3,991",2,1,160,0
1926,143550,"33,064",41,3,2,951,31,"87,805","2,832",4,2,166,0
1927,38117,"1,23,393",28,3,2,"5,553",29,"1,34,432","4,636",1,4,169,0
1928,171051,"1,29,688",54,2,2,"6,809",31,"2,02,638","6,537",2,5,79,0
1929,74790,"85,594",33,3,2,856,33,"1,11,903","3,391",2,1,3,0
1930,151863,"1,15,586",27,1,1,"7,513",28,"1,27,563","4,556",4,5,39,0
1931,102472,"1,22,788",61,3,2,"5,832",32,"1,30,430","4,076",2,4,194,0
1932,189439,"99,721",45,3,1,"4,238",33,"1,32,962","4,029",2,3,184,0
1933,70624,"27,977",66,2,2,"1,154",35,"2,37,748","6,793",1,5,38,0
1934,58969,"1,67,814",50,1,2,"10,279",29,"2,79,690","9,644",2,5,174,0
1935,136378,"27,423",35,2,2,583,29,"1,55,360","5,357",2,5,94,0
1936,55296,"2,493",52,2,1,19,34,"2,11,854","6,231",1,5,142,0
1937,120442,"94,987",55,2,2,"1,781",35,"96,664","2,762",1,4,100,0
1938,55938,"1,40,667",54,3,2,0,32,"2,00,954","6,280",1,0,157,0
1939,38320,"1,13,521",61,2,2,142,34,"1,23,678","3,638",2,5,75,0
1940,91282,"1,55,475",37,2,1,"1,749",31,"2,15,937","6,966",1,1,199,0
1941,107017,"1,81,311",69,2,2,"11,105",30,"1,92,595","6,420",2,5,179,0
1942,88586,"1,32,257",46,1,2,"7,605",29,"1,44,090","4,969",2,5,163,0
1943,43986,"1,60,813",40,1,2,"8,041",28,"2,14,418","7,658",3,4,117,0
1944,92192,"1,68,066",40,3,2,"6,723",28,"2,33,425","8,337",4,3,166,0
1945,180057,"52,631",30,2,2,"3,421",30,"76,276","2,543",1,5,126,0
1946,149611,"1,71,440",54,2,2,"1,072",28,"1,89,204","6,757",1,5,108,0
1947,42048,"1,42,430",25,1,2,"6,943",28,"1,95,110","6,968",1,4,159,0
1948,164741,"85,720",55,1,2,"4,929",30,"2,38,111","7,937",5,5,37,0
1949,117071,"2,05,486",49,2,2,"5,394",34,"2,03,046","5,972",2,5,58,0
1950,99321,"1,14,453",57,2,2,"3,004",28,"1,21,576","4,342",1,5,9,0
1951,168318,"1,93,399",59,2,2,242,32,"3,11,934","9,748",1,5,119,0
1952,165904,"42,810",26,2,2,"1,177",29,"1,17,352","4,047",4,5,68,0
1953,52127,"1,08,787",48,3,2,"2,584",33,"1,62,368","4,920",2,2,178,0
1954,116509,"1,71,440",55,1,1,"10,715",35,"1,28,927","3,684",5,5,42,0
1955,125600,"32,082",53,1,2,"2,045",34,"73,683","2,167",2,5,16,0
1956,122788,"1,83,024",42,2,2,686,32,"2,47,330","7,729",1,5,141,0
1957,60918,"56,181",44,3,2,"2,528",32,"85,123","2,660",1,4,110,1
1958,46070,"1,27,145",62,3,1,"3,655",31,"81,237","2,621",5,2,116,0
1959,194555,"59,178",43,3,1,"1,036",29,"1,64,383","5,668",4,1,183,0
1960,172813,"11,710",30,1,2,600,32,"99,507","3,110",2,4,191,0
1961,40198,"1,41,675",43,3,2,"4,782",29,"2,17,961","7,516",1,3,7,1
1962,64998,"77,057",27,2,2,"3,949",29,"1,08,913","3,756",2,5,27,0
1963,86644,"96,020",36,3,2,"1,080",30,"1,22,143","4,071",2,1,153,0
1964,48697,"32,409",37,2,2,689,29,"88,842","3,064",2,5,121,0
1965,125949,"1,56,129",41,2,2,"5,465",31,"1,70,098","5,487",1,4,111,0
1966,135030,"80,583",44,1,2,"3,928",32,"1,03,311","3,228",2,4,145,0
1967,165137,"22,437",37,3,2,84,34,"1,58,891","4,673",2,0,139,0
1968,148301,"53,285",32,1,1,"3,663",32,"1,44,015","4,500",1,6,29,1
1969,78332,"57,063",64,3,1,"1,926",30,"1,46,315","4,877",4,3,92,0
1970,87075,"47,846",29,3,2,"1,794",28,"1,09,889","3,925",1,3,112,0
1971,163407,"97,052",26,2,2,"6,187",33,"1,33,022","4,031",2,5,6,0
